Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,Maximum Operating Temperature,Thermal Conductivity,Product,Type,Package / Case,Material,Breakdown Voltage,Color,Minimum Operating Temperature,Length,Width,Thickness,Tensile Strength,Flammability Rating,Series,Packaging
739-A14558-01,A14558-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,11  In Stock,$47.02,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14558-01?qs=sRTx%2FtA2SD%252Bor5W6XNnpzg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14558-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,9.2 kVAC,Blue,- 45 C,229 mm,229 mm,1.02 mm,66 psi,UL 94 V-0,Tflex 500,Bulk
951-SP20000015001212,SP2000-0.015-00-1212,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,368  In Stock,$205.82,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/SP2000-0.015-00-1212?qs=M4iqfhoVaNrZrwqUNASRxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SP2000-0.015-00-1212&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Thermally Conductive Insulator,Thermal Pad,,Silicone Elastomer,4 kVAC,White,- 60 C,304.8 mm,304.8 mm,0.508 mm,50 psi,UL 94 V-0,2000 / TSP 3500,
739-A14556-01,A14556-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,10  In Stock,$28.85,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14556-01?qs=sRTx%2FtA2SD%252BD6Kj7j5KRjA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14556-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,7.4 kVAC,Blue,- 45 C,229 mm,229 mm,0.51 mm,100 psi,UL 94 V-0,Tflex 500,Bulk
739-A16056-02,A16056-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,31  In Stock,$26.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16056-02?qs=3IuyYncJTQG5gIm%252BuDWFLw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16056-02&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Gray,- 45 C,228.6 mm,228.6 mm,0.51 mm,,UL 94 V-0,Tflex HR600,Bulk
739-A16104-08,A16104-08,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,7  In Stock,$68.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16104-08?qs=3IuyYncJTQHYUI4aLF%252BptQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16104-08&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Gray,- 45 C,228.6 mm,228.6 mm,2.10 mm,,UL 94 V-0,Tflex HR600,Bulk
739-A16367-02,A16367-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,7  In Stock,$40.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-02?qs=%2FPjCoi2vghSP66Xk7hs9Cg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-02&utm_content=Laird-Performance-Materials,+ 125 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Boron Nitride,,Pink,- 20 C,228.6 mm,215.9 mm,0.51 mm,,UL 94 V-0,Tflex SF600,Bulk
739-A15432-112,A15432-112,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,1  In Stock,$120.41,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15432-112?qs=hWgE7mdIu5RHs7XtRLEKTg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15432-112&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Electrically and Thermally Conductive Interface Pad,Thermal Pad,,Graphite,,Gray,- 240 C,21.84 mm,18.8 mm,0.125 mm,650 psi,UL 94 V-0,Tgon 805,Bulk
739-A17634-12,A17634-12,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD300_Series-1916825.pdf,6  In Stock,$65.75,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17634-12?qs=YCa%2FAAYMW00hLAdDmf2vOw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17634-12&utm_content=Laird-Performance-Materials,+ 200 C,2.7 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Pink,- 40 C,228.6 mm,228.6 mm,3.05 mm,10 psi,UL 94 V-0,HD300,Bulk
739-A14560-01,A14560-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,3  In Stock,$66.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14560-01?qs=sRTx%2FtA2SD%2FhdHJ%2FeNHbGA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14560-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,10 kVAC,Blue (Light Blue),- 50 C,,,0.06 in,66 psi,UL 94 V-0,Tflex 500,Bulk
739-A14564-01,A14564-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,2  In Stock,$98.06,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14564-01?qs=3IuyYncJTQEaecmPJDRNug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14564-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,10 kVAC,Blue,- 45 C,229 mm,229 mm,2.54 mm,46 psi,UL 94 V-0,Tflex 500,Bulk
739-A10462-15,A10462-15,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,20  In Stock,$23.77,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10462-15?qs=sRTx%2FtA2SD9LN27iu9YllQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10462-15&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Graphite,,Pewter,- 240 C,609.6 mm,457 mm,0.13 mm,650 psi,UL 94 V-0,Tgon 805,Bulk
739-A16104-15,A16104-15,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,6  In Stock,$120.04,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16104-15?qs=3IuyYncJTQEoCuI3L6CfyQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16104-15&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Gray,- 45 C,228.6 mm,228.6 mm,3.81 mm,,UL 94 V-0,Tflex HR600,Bulk
739-A10464-01,A10464-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,68  In Stock,$16.42,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10464-01?qs=IaKneoEBqbUGDfl3r5Yejw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10464-01&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Graphite,,Pewter,- 240 C,457 mm,457 mm,0.51 mm,650 psi,UL 94 V-0,Tgon 800,Bulk
739-A17915-14,A17915-14,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_B200_Series-1890648.pdf,1  In Stock,$85.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17915-14?qs=7MVldsJ5UazdPN3juvq2DA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17915-14&utm_content=Laird-Performance-Materials,+ 150 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Gray,- 40 C,457.2 mm,457.2 mm,3.56 mm,10 psi,UL 94 V-0,Tflex B200,Bulk
739-A14560-01,A14560-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,3  In Stock,$66.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14560-01?qs=sRTx%2FtA2SD%2FhdHJ%2FeNHbGA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14560-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,,,Silicone Elastomer,10 kVAC,Blue (Light Blue),- 50 C,,,0.06 in,66 psi,UL 94 V-0,Tflex 500,Bulk
739-A14564-01,A14564-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,2  In Stock,$98.06,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14564-01?qs=3IuyYncJTQEaecmPJDRNug%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14564-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,10 kVAC,Blue,- 45 C,229 mm,229 mm,2.54 mm,46 psi,UL 94 V-0,Tflex 500,Bulk
739-A10462-15,A10462-15,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,20  In Stock,$23.77,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10462-15?qs=sRTx%2FtA2SD9LN27iu9YllQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10462-15&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Graphite,,Pewter,- 240 C,609.6 mm,457 mm,0.13 mm,650 psi,UL 94 V-0,Tgon 805,Bulk
739-A15954-00,A15954-00,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,33  In Stock,$24.70,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15954-00?qs=3IuyYncJTQEAppeEuTgXUA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15954-00&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,,,Graphite,,Pewter,- 240 C,,,0.13 mm,,UL 94 V-0,Tgon 805,
739-A14417-01,A14417-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,4  In Stock,$138.40,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14417-01?qs=3IuyYncJTQExhmQjKw4HAQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14417-01&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Boron Nitride,5 kVAC,Blue-Violet,- 45 C,229 mm,229 mm,2.03 mm,15 psi,UL 94 V-0,Tflex 600,Bulk
739-A17633-05,A17633-05,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD300_Series-1916825.pdf,12  In Stock,$27.54,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17633-05?qs=YCa%2FAAYMW03gWGLeUrZ0MA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17633-05&utm_content=Laird-Performance-Materials,+ 200 C,2.7 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Pink,- 40 C,228.6 mm,228.6 mm,1.27 mm,10 psi,UL 94 V-0,HD300,Bulk
739-A10263-01,A10263-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tpli_200_DS_07_19_18-1634153.pdf,4  In Stock,$63.18,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10263-01?qs=3IuyYncJTQGM8V560Lrfew%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10263-01&utm_content=Laird-Performance-Materials,+ 200 C,6 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Boron Nitride,1.5 kVAC,Yellow,- 45 C,203 mm,203 mm,0.381 mm,,UL 94 V-0,Tpli 200,Bulk
739-A10464-02,A10464-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,34  In Stock,$26.75,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10464-02?qs=IaKneoEBqbU8yDQ5Fps81A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10464-02&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Graphite,,Pewter,- 240 C,457 mm,305 mm,0.51 mm,650 psi,UL 94 V-0,Tgon 800,Bulk
739-A14563-01,A14563-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,3  In Stock,$90.94,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14563-01?qs=3IuyYncJTQERtbWdBfMzvw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14563-01&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,10 kVAC,Blue,- 45 C,229 mm,229 mm,2.29 mm,46 psi,UL 94 V-0,Tflex 500,Bulk
739-A17689-06,A17689-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758_00_Tflex_HD700_12_01_21-2933084.pdf,2  In Stock,$279.22,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17689-06?qs=YCa%2FAAYMW005k7lICbZuzw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17689-06&utm_content=Laird-Performance-Materials,+ 200 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Pink,- 50 C,457.2 mm,457.2 mm,1.52 mm,10 psi,UL 94 V-0,HD700,Bulk
739-A17634-07,A17634-07,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD300_Series-1916825.pdf,5  In Stock,$40.42,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17634-07?qs=1mbolxNpo8f%2F6C%252BsjShc4Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17634-07&utm_content=Laird-Performance-Materials,+ 200 C,2.7 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Pink,- 40 C,228.6 mm,228.6 mm,1.77 mm,10 psi,UL 94 V-0,HD300,Bulk
739-A18330-09,A18330-09,Laird Performance Materials,https://www.laird.com/products/gap-fillers-thermal-interface-materials/gap-fillers/tflex-hp34,1  In Stock,$101.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A18330-09?qs=DRkmTr78QARsq7wr6XSpwQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A18330-09&utm_content=Laird-Performance-Materials,+ 125 C,34 W/m-K,Thermal Gap Fillers,Thermal Pad,,Graphite,,Gray,- 40 C,127 mm,76 mm,2.25 mm,,UL 94 V-0,HP34,Bulk
739-A14556-02,A14556-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,6  In Stock,$112.27,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14556-02?qs=3IuyYncJTQE%252Bo%252BlaU9tJrw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14556-02&utm_content=Laird-Performance-Materials,+ 200 C,2.8 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,7.4 kVAC,Blue,- 45 C,457 mm,457 mm,0.51 mm,100 psi,UL 94 V-0,Tflex 500,Bulk
739-OTH-Q241350E00B5,OTH-Q241350E-00-B5,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF800_Series-1760830.pdf,56  In Stock,$10.90,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/OTH-Q241350E-00-B5?qs=xZ%2FP%252Ba9zWqbt6zgPYzaXmg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=OTH-Q241350E-00-B5&utm_content=Laird-Performance-Materials,+ 120 C,7.8 W/m-K,Thermal Gap Fillers,Silicone-Free Gap Filler,,Ceramic Filled Silicone Free,,Gray,- 25 C,,,,,UL 94 V-0,SF800,Bulk
739-A16056-07,A16056-07,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,8  In Stock,$67.27,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16056-07?qs=3IuyYncJTQGGiCzckaoUuw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16056-07&utm_content=Laird-Performance-Materials,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,,Gray,- 45 C,228.6 mm,228.6 mm,1.77 mm,,UL 94 V-0,Tflex HR600,Bulk
739-A10463-01,A10463-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,101  In Stock,$13.37,RoHS Compliant,,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10463-01?qs=IaKneoEBqbWAH8L9dxrNKA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10463-01&utm_content=Laird-Performance-Materials,+ 300 C,5 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Graphite,,Pewter,- 240 C,457.2 mm,304.8 mm,0.25 mm,650 psi,UL 94 V-0,Tgon 800,Bulk
739-A17713-04,A17713-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD400_Series-2488008.pdf,17  In Stock,$75.40,RoHS Compliant,End of Life,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17713-04?qs=1mbolxNpo8fQrFsiO7eUFw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17713-04&utm_content=Laird-Performance-Materials,+ 200 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 40 C,228.6 mm,228.6 mm,1.01 mm,10 psi,UL 94 V-0,HD400,Bulk
739-A17713-05,A17713-05,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD400_Series-2488008.pdf,2  In Stock,$96.13,RoHS Compliant,End of Life,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17713-05?qs=1mbolxNpo8cNGk64XfwM8Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17713-05&utm_content=Laird-Performance-Materials,+ 200 C,4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Ceramic Filled Silicone,,Blue,- 40 C,228.6 mm,228.6 mm,1.27 mm,10 psi,UL 94 V-0,HD400,Bulk
532-4171G,4171G,Aavid,https://4donline.ihs.com/images/VipMasterIC/IC/BODC/BODC-S-A0011470263/BODC-S-A0011470263-1.pdf?hkey=CECEF36DEECDED6468708AAF2E19C0C6,"22,833  In Stock",$1.21,RoHS Compliant,,https://www.mouser.com/ProductDetail/Aavid/4171G?qs=P02QR33TK14BqGUXamEDxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=4171G&utm_content=Aavid,+ 400 C,79.56 W/m-K,Thermally Conductive Insulator,Insulator,,Aluminum Oxide Ceramic,,,,16.51 mm,12.7 mm,1.78 mm,28000 psi,,Insulators,
910-TC3-10G,TC3-10G,Chip Quik,https://www.mouser.com/datasheet/2/73/TC3_10G-2511115.pdf,58  In Stock,$37.95,RoHS Compliant,,https://www.mouser.com/ProductDetail/Chip-Quik/TC3-10G?qs=Wj%2FVkw3K%252BMAjgB2RRq799w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TC3-10G&utm_content=Chip-Quik,+ 150 C,8.5 W/m-K,Heat Sink Compound,,,,,Gray,- 40 C,,,,,,,
861-TGN1300118011810,TGN1300-01180118-010-1PC,LeaderTech,https://www.mouser.com/datasheet/2/156/Leader_Tech_TGN_Series_POS_Product_Profile-3317065.pdf,116  In Stock,$30.50,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/LeaderTech/TGN1300-01180118-010-1PC?qs=HoCaDK9Nz5foRTdBmVnkuA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGN1300-01180118-010-1PC&utm_content=LeaderTech,+ 150 C,130 W/m-K,Thermal Carbon Filler,,,,,Black,- 40 C,3.54 mm,3.54 mm,,,,TGN,Bulk
951-GF3500LV0024050,GF3500LV-00-240-50CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3500LVO-en_GL.pdf,44  In Stock,$74.60,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500LV-00-240-50CC?qs=gZXFycFWdAMZd%252B6fiC3%2FHQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500LV-00-240-50CC&utm_content=Bergquist-Company,+ 200 C,3.5 W/m-K,Liquid Gap Filler,,,Silicone Elastomer,,"Blue, White",- 60 C,,,,,UL 94 V-0,3500LV / TGF 3500LVO,
951-TLF6000HG00150CC,TLF6000HG-00-00-150CC,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_LIQUI_FORM_TLF_6000HG_en_GL-3389154.pdf,38  In Stock,$175.78,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/TLF6000HG-00-00-150CC?qs=7MVldsJ5UazzyHzmGrr06g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TLF6000HG-00-00-150CC&utm_content=Bergquist-Company,+ 200 C,6 W/m-K,Gel Interface Material,Thermal Conductive Gel Paste,,Silicone Elastomer,,Gray,- 60 C,,,,90 psi,UL 94 V-0,TLF 6000HG,
567-PL11276X12775,PL-1-12-76X127-75,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/Wakefield_Thermal_Gap_Pad_Kit_and_Part_Numbers__00-2909730.pdf,46  In Stock,$71.29,RoHS Compliant,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-1-12-76X127-75?qs=Li%252BoUPsLEnsJn80YZUD62Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-1-12-76X127-75&utm_content=Wakefield-Vette,+ 200 C,12 W/m-K,Thermal Pads,,,,,Gray,- 50 C,127 mm,76.2 mm,1 mm,,UL 94 V-0,PL,
951-GF3500S35076050,GF3500S35-07-60-50CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,160  In Stock,$80.45,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-07-60-50CC?qs=gZXFycFWdANCoKOPYq7UQA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-07-60-50CC&utm_content=Bergquist-Company,+ 200 C,3.6 W/m-K,Liquid Gap Filler,,,Silicone,,Blue,- 60 C,,,,,UL 94 V-0,3500S35 / TGF 3600,
951-GP200S4004002816,GP2000S40-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2000-en_GL.pdf,55  In Stock,$72.36,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2000S40-0.040-02-0816?qs=qSfuJ%252Bfl%2Fd6VcjHmPq0wkg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2000S40-0.040-02-0816&utm_content=Bergquist-Company,+ 200 C,2 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Gray,- 60 C,406.4 mm,203.2 mm,1.016 mm,45 psi,UL 94 V-0,2000S40 / TGP 2000,
951-GPHC3.0-125-816,GPHC3.0-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf,42  In Stock,$118.53,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GPHC3.0-0.125-02-0816?qs=qSfuJ%252Bfl%2Fd7INXIiMqMK7Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GPHC3.0-0.125-02-0816&utm_content=Bergquist-Company,+ 200 C,3 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Silicone Elastomer,5 kVAC,Blue,- 60 C,406.4 mm,203.2 mm,3.17 mm,16 psi,UL 94 V-0,HC 3.0 / TGP HC3000,
951-GP2500S20-02002,GP2500S20-0.020-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,218  In Stock,$64.14,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2500S20-0.020-02-0816?qs=jQRjkUoUCJeixJyYQzOqxQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2500S20-0.020-02-0816&utm_content=Bergquist-Company,+ 200 C,2.4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Polymer,3 kVAC,Yellow,- 60 C,406.4 mm,203.2 mm,0.508 mm,5 psi,UL 94 V-0,2500S20 / TGP 2400,
951-GP2500S20-06002,GP2500S20-0.060-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2400-en_GL.pdf,83  In Stock,$134.69,RoHS Compliant,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2500S20-0.060-02-0816?qs=jQRjkUoUCJduaDk6I5m7xg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2500S20-0.060-02-0816&utm_content=Bergquist-Company,+ 200 C,2.4 W/m-K,Thermally Conductive Gap Pad,Thermal Pad,,Polymer,3 kVAC,Yellow,- 60 C,406.4 mm,203.2 mm,1.524 mm,5 psi,UL 94 V-0,2500S20 / TGP 2400,Bulk
