Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,Length,Width,Thickness,Thermal Conductivity,Minimum Operating Temperature,Maximum Operating Temperature,,Product,Type,Material,Color,Tensile Strength,Flammability Rating,Packaging,Product Detail
468-DP-200,DP-200,Taica,https://www.mouser.com/datasheet/2/780/thermal_brochure-1669861.pdf,4  In Stock,94.52,,,,4.8 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Grease,Thermal Conductive Gel Paste,,Gray,,,Bulk,https://www.mouser.com/ProductDetail/Taica/DP-200?qs=8zSmKHErLQfN8c3UewU3Qw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=DP-200&utm_content=Taica
951-GP2200SF-15-816,GP2200SF-0.015-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,10  In Stock,95.04126032,203.2 mm,1.333 ft,0.015 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.015-02-0816?qs=N2Tevpb%252BvobJMfEaAKg8ww%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.015-02-0816&utm_content=Bergquist-Company
490-SF600G-153005,SF600G-153005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf600g-1779089.pdf,Non-Stocked Lead-Time 5 Weeks,95.79909156,15 mm,30 mm,0.5 mm,6 W/m-K,- 58 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Gray,15 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/SF600G-153005?qs=PqoDHHvF64%252BzcKgQBNT%252B3w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF600G-153005&utm_content=CUI-Devices
951-TIC40000000600CC,TIC4000-00-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-TGR-4000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,96.3441358,,,,4 W/m-K,,+ 150 C,,Thermally Conductive Liquid Adhesive,,Silicone Elastomer,Gray,,,,https://www.mouser.com/ProductDetail/Bergquist-Company/TIC4000-00-00-600CC?qs=byeeYqUIh0Mw%252BDYC8trh1A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TIC4000-00-00-600CC&utm_content=Bergquist-Company
739-A15441-112,A15441-112,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,Non-Stocked,96.94,25.4 mm,25.4 mm,0.127 mm,5 W/m-K,- 240 C,+ 300 C,,Electrically and Thermally Conductive Interface Pad,Thermal Pad,Graphite,Gray,650 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15441-112?qs=hWgE7mdIu5Tfq3PDF4pd7A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15441-112&utm_content=Laird-Performance-Materials
739-A15441-112,A15441-112,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,Non-Stocked,96.94,25.4 mm,25.4 mm,0.127 mm,5 W/m-K,- 240 C,+ 300 C,,Electrically and Thermally Conductive Interface Pad,Thermal Pad,Graphite,Gray,650 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15441-112?qs=hWgE7mdIu5Tfq3PDF4pd7A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15441-112&utm_content=Laird-Performance-Materials
708-TMJ1206GK0055,TMJ1206GK0055,SEI Stackpole,https://www.mouser.com/datasheet/2/385/SEI_TMJ-3385749.pdf,"1,997  In Stock",99.54617187,3.2 mm,1.6 mm,,170 W/m-k,- 55 C,+ 155 C,,Thermal Jumpers,Thermal Jumper Chip Resistor,Aluminum Nitride,,,,"Reel, Cut Tape, MouseReel",https://www.mouser.com/ProductDetail/SEI-Stackpole/TMJ1206GK0055?qs=mELouGlnn3fgekSYbEP5xg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TMJ1206GK0055&utm_content=SEI-Stackpole
490-AF500-151505,AF500-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/af500-1776536.pdf,Non-Stocked Lead-Time 5 Weeks,101.6198684,15 mm,15 mm,0.5 mm,3 W/m-K,- 45 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Non-Silicone Elastomer,Gray,30 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/CUI-Devices/AF500-151505?qs=PqoDHHvF64%252BbWUU%2FmM4BvA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF500-151505&utm_content=CUI-Devices
490-AF500-151505,AF500-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/af500-1776536.pdf,Non-Stocked Lead-Time 5 Weeks,101.6198684,15 mm,15 mm,0.5 mm,3 W/m-K,- 45 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Non-Silicone Elastomer,Gray,30 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/CUI-Devices/AF500-151505?qs=PqoDHHvF64%252BbWUU%2FmM4BvA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF500-151505&utm_content=CUI-Devices
490-AF500-151505,AF500-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/af500-1776536.pdf,Non-Stocked Lead-Time 5 Weeks,101.6198684,15 mm,15 mm,0.5 mm,3 W/m-K,- 45 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Non-Silicone Elastomer,Gray,30 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/CUI-Devices/AF500-151505?qs=PqoDHHvF64%252BbWUU%2FmM4BvA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF500-151505&utm_content=CUI-Devices
951-GP2200SF-10-816,GP2200SF-0.010-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,25  In Stock,102.288072,203.2 mm,1.333 ft,0.01 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.010-02-0816?qs=N2Tevpb%252BvoZnjf8T4zxM9Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.010-02-0816&utm_content=Bergquist-Company
951-TIC40000000200CC,TIC4000-00-00-200CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-TGR-4000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,105.7059375,,,,4 W/m-K,,+ 150 C,,Thermally Conductive Liquid Adhesive,,Silicone Elastomer,Gray,,,,https://www.mouser.com/ProductDetail/Bergquist-Company/TIC4000-00-00-200CC?qs=byeeYqUIh0Oo8IZnsTUhnQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TIC4000-00-00-200CC&utm_content=Bergquist-Company
951-LBSA200000005G,LBSA2000-00-00-5G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-BOND-TLB-SA2000-en_GL.pdf,Drop Ship Lead Time 8 Weeks,109.4703704,,,,2 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Liquid Adhesive,One-Part,Silicone Elastomer,Yellow,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/LBSA2000-00-00-5G?qs=byeeYqUIh0PcGZot%2FpLG9A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LBSA2000-00-00-5G&utm_content=Bergquist-Company
951-GP2200SF-20-816,GP2200SF-0.020-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,7  In Stock,113.552138,203.2 mm,1.333 ft,0.02 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.020-02-0816?qs=N2Tevpb%252BvoZS5eVg6fWcHA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.020-02-0816&utm_content=Bergquist-Company
951-GP2200SF-20-816,GP2200SF-0.020-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,7  In Stock,113.552138,203.2 mm,1.333 ft,0.02 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.020-02-0816?qs=N2Tevpb%252BvoZS5eVg6fWcHA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.020-02-0816&utm_content=Bergquist-Company
708-TMJ0612GK0216,TMJ0612GK0216,SEI Stackpole,https://www.mouser.com/datasheet/2/385/SEI_TMJ-3385749.pdf,"1,990  In Stock",114.6671094,1.6 mm,3.2 mm,,170 W/m-k,- 55 C,+ 155 C,,Thermal Jumpers,Thermal Jumper Chip Resistor,Aluminum Nitride,,,,"Reel, Cut Tape, MouseReel",https://www.mouser.com/ProductDetail/SEI-Stackpole/TMJ0612GK0216?qs=mELouGlnn3fXnDL1vhXnvQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TMJ0612GK0216&utm_content=SEI-Stackpole
910-TC3-10G,TC3-10G,Chip Quik,https://www.mouser.com/datasheet/2/73/TC3_10G-2511115.pdf,58  In Stock,116.7692308,,,,8.5 W/m-K,- 40 C,+ 150 C,,Heat Sink Compound,,,Gray,,,,https://www.mouser.com/ProductDetail/Chip-Quik/TC3-10G?qs=Wj%2FVkw3K%252BMAjgB2RRq799w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TC3-10G&utm_content=Chip-Quik
951-GP2200SF-40-816,GP2200SF-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,24  In Stock,124.0285071,203.2 mm,1.333 ft,0.04 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.040-02-0816?qs=N2Tevpb%252Bvobo0hbXuicOvA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.040-02-0816&utm_content=Bergquist-Company
951-LBSA200005005G,LBSA2000-05-00-5G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-BOND-TLB-SA2000-en_GL.pdf,Drop Ship Lead Time 8 Weeks,125.8908642,,,,2 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Liquid Adhesive,One-Part,Silicone Elastomer,Yellow,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/LBSA2000-05-00-5G?qs=byeeYqUIh0MpJElx%252Bo51Cw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LBSA2000-05-00-5G&utm_content=Bergquist-Company
490-AF200-101005,AF200-101005,CUI Devices,https://www.mouser.com/datasheet/2/670/af200-1776166.pdf,Non-Stocked Lead-Time 5 Weeks,134.580376,10 mm,10 mm,0.5 mm,2 W/m-K,- 45 C,+ 125 C,,Thermally Conductive Gap Pad,,Non-Silicone Elastomer,White,30 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/AF200-101005?qs=PqoDHHvF64%252BmJ%252BDlHWHdyQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=AF200-101005&utm_content=CUI-Devices
739-GF3050050C000100,57GF3050050C000100,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/MFS_DS_GOF3000_20210421-2401086.pdf,81  In Stock,141.9352,5 mm,5 mm,2.6 mm,2 W/m-K,- 40 C,+ 80 C,,Thermal Gasket,Graphite-over-Foam (GOF),Polyurethane,Copper,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/57GF3050050C000100?qs=QNEnbhJQKvanDEAJOiK4Qg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=57GF3050050C000100&utm_content=Laird-Performance-Materials
951-GF4000002406G,GF4000-00-240-6G,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_GAP_FILLER_TGF_4000_en_GL-3377447.pdf,Drop Ship Lead Time 8 Weeks,142.7037037,,,,4 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Liquid Gap Filler,Liquid Gap Filler,Silicone Elastomer,"Blue, White",,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF4000-00-240-6G?qs=byeeYqUIh0PXxe%252Bhxg%252BK0A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF4000-00-240-6G&utm_content=Bergquist-Company
951-GF3500S3507606G,GF3500S35-07-60-6G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Drop Ship Lead Time 8 Weeks,149.8391358,,,,3.6 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone,Blue,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-07-60-6G?qs=byeeYqUIh0P5cJDo0F1t6Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-07-60-6G&utm_content=Bergquist-Company
951-GF3500S3507606G,GF3500S35-07-60-6G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Drop Ship Lead Time 8 Weeks,149.8391358,,,,3.6 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone,Blue,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-07-60-6G?qs=byeeYqUIh0P5cJDo0F1t6Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-07-60-6G&utm_content=Bergquist-Company
951-00S3500606GALLON,GF3500S35-00-60-6Gallon,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Drop Ship Lead Time 8 Weeks,150.4907407,,,,3.6 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone,Blue,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-6Gallon?qs=hWgE7mdIu5Rzl%252B0is5Vrsg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-6Gallon&utm_content=Bergquist-Company
951-00S3500606GALLON,GF3500S35-00-60-6Gallon,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3600-en_GL.pdf,Drop Ship Lead Time 8 Weeks,150.4907407,,,,3.6 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone,Blue,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500S35-00-60-6Gallon?qs=hWgE7mdIu5Rzl%252B0is5Vrsg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500S35-00-60-6Gallon&utm_content=Bergquist-Company
951-GP2200SF-60-816,GP2200SF-0.060-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,12  In Stock,155.5363841,203.2 mm,1.333 ft,0.06 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.060-02-0816?qs=N2Tevpb%252BvoYzwFt%2FhlznlQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.060-02-0816&utm_content=Bergquist-Company
951-GF3500LV002407G,GF3500LV-00-240-7G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3500LVO-en_GL.pdf,Drop Ship Lead Time 8 Weeks,166.4879012,,,,3.5 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone Elastomer,"Blue, White",,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500LV-00-240-7G?qs=byeeYqUIh0OQqcP2lkEuyQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500LV-00-240-7G&utm_content=Bergquist-Company
910-TC3-1G,TC3-1G,Chip Quik,https://www.mouser.com/datasheet/2/73/TC3_1G-2511484.pdf,88  In Stock,172.3060004,,,,8.5 W/m-K,- 40 C,+ 150 C,,Heat Sink Thermal Compound,Syringe,,Gray,,,,https://www.mouser.com/ProductDetail/Chip-Quik/TC3-1G?qs=Wj%2FVkw3K%252BMA30CETsMhzmw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TC3-1G&utm_content=Chip-Quik
490-SF500-101005,SF500-101005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf500-1779055.pdf,Non-Stocked Lead-Time 5 Weeks,181.61254,10 mm,10 mm,0.5 mm,3 W/m-K,- 58 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Blue,25 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/SF500-101005?qs=PqoDHHvF64%252Bkge9mPsFWOA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF500-101005&utm_content=CUI-Devices
490-SF500-101005,SF500-101005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf500-1779055.pdf,Non-Stocked Lead-Time 5 Weeks,181.61254,10 mm,10 mm,0.5 mm,3 W/m-K,- 58 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Blue,25 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/SF500-101005?qs=PqoDHHvF64%252Bkge9mPsFWOA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF500-101005&utm_content=CUI-Devices
490-SF500-101005,SF500-101005,CUI Devices,https://www.mouser.com/datasheet/2/670/sf500-1779055.pdf,Non-Stocked Lead-Time 5 Weeks,181.61254,10 mm,10 mm,0.5 mm,3 W/m-K,- 58 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Blue,25 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/SF500-101005?qs=PqoDHHvF64%252Bkge9mPsFWOA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF500-101005&utm_content=CUI-Devices
951-GP2200SF-80-816,GP2200SF-0.080-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,9  In Stock,181.9917479,203.2 mm,1.333 ft,0.08 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.080-02-0816?qs=N2Tevpb%252BvoZmas6VK%2F7GKg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.080-02-0816&utm_content=Bergquist-Company
951-GP2200SF-100-816,GP2200SF-0.100-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,11  In Stock,187.651913,203.2 mm,1.333 ft,0.1 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.100-02-0816?qs=N2Tevpb%252BvoZWpOEXCyHJrw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.100-02-0816&utm_content=Bergquist-Company
951-GP2200SF-100-816,GP2200SF-0.100-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,11  In Stock,187.651913,203.2 mm,1.333 ft,0.1 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.100-02-0816?qs=N2Tevpb%252BvoZWpOEXCyHJrw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.100-02-0816&utm_content=Bergquist-Company
739-A15432-112,A15432-112,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,1  In Stock,189.1992918,21.84 mm,18.8 mm,0.125 mm,5 W/m-K,- 240 C,+ 300 C,,Electrically and Thermally Conductive Interface Pad,Thermal Pad,Graphite,Gray,650 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15432-112?qs=hWgE7mdIu5RHs7XtRLEKTg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15432-112&utm_content=Laird-Performance-Materials
490-SF600G-151505,SF600G-151505,CUI Devices,https://www.mouser.com/datasheet/2/670/sf600g-1779089.pdf,Non-Stocked Lead-Time 5 Weeks,190.6806222,15 mm,15 mm,0.5 mm,6 W/m-K,- 58 C,+ 200 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Gray,15 psi,,,https://www.mouser.com/ProductDetail/CUI-Devices/SF600G-151505?qs=PqoDHHvF648MfTnAz5DcDw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SF600G-151505&utm_content=CUI-Devices
951-GF3500LV072407G,GF3500LV-07-240-7G,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-FILLER-TGF-3500LVO-en_GL.pdf,Drop Ship Lead Time 8 Weeks,191.4609877,,,,3.5 W/m-K,- 60 C,+ 200 C,,Liquid Gap Filler,,Silicone Elastomer,"Blue, White",,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GF3500LV-07-240-7G?qs=byeeYqUIh0NCM33d8KpJ7A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GF3500LV-07-240-7G&utm_content=Bergquist-Company
951-GP2200SF-125-816,GP2200SF-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,56  In Stock,201.5378845,203.2 mm,1.333 ft,0.125 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.125-02-0816?qs=N2Tevpb%252BvoY0c%2F8JlcwSGw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.125-02-0816&utm_content=Bergquist-Company
951-GP2200SF-125-816,GP2200SF-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,56  In Stock,201.5378845,203.2 mm,1.333 ft,0.125 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.125-02-0816?qs=N2Tevpb%252BvoY0c%2F8JlcwSGw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.125-02-0816&utm_content=Bergquist-Company
951-GP2200SF-125-816,GP2200SF-0.125-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2200SF-en_GL.pdf,56  In Stock,201.5378845,203.2 mm,1.333 ft,0.125 in,2 W/m-K,- 60 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Fiberglass,Green,33 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2200SF-0.125-02-0816?qs=N2Tevpb%252BvoY0c%2F8JlcwSGw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2200SF-0.125-02-0816&utm_content=Bergquist-Company
739-A17170-04,A17170-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17223_00_Tputty_508_DS-1844586.pdf,Non-Stocked Lead-Time 10 Weeks,210.4288265,,,,3.7 W/m-K,,+ 150 C,,Thermally Conductive Liquid Gap Filler,,,Green,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17170-04?qs=byeeYqUIh0NqT2FH7jGcgQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17170-04&utm_content=Laird-Performance-Materials
951-2682640,2682640,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-LIQUI-FORM-TLF-3500CGEL-en_GL.pdf,3  In Stock,225.2761603,,,,3.5 W/m-K,- 60 C,+ 200 C,,Thermal Management,Thermally Conductive Liquid,,,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/2682640?qs=TuK3vfAjtkXt5DnxmWauxg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2682640&utm_content=Bergquist-Company
951-TIC40000000600CC,TIC4000-00-00-600CC,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-TGR-4000-en_GL.pdf,Non-Stocked Lead-Time 8 Weeks,243.8710938,,,,4 W/m-K,,+ 150 C,,Thermally Conductive Liquid Adhesive,,Silicone Elastomer,Gray,,,,https://www.mouser.com/ProductDetail/Bergquist-Company/TIC4000-00-00-600CC?qs=byeeYqUIh0Mw%252BDYC8trh1A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TIC4000-00-00-600CC&utm_content=Bergquist-Company
951-SPA1500-0100,SPA1500-0.010-00-1212,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_A2000_en_GL-3389166.pdf,41  In Stock,245.9733333,,,0.254 mm,2 W/m-K,- 60 C,+ 180 C,,Thermally Conductive Insulator,Thermal Pad,Silicone Elastomer,Green,50 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/SPA1500-0.010-00-1212?qs=SE5nP5gvQKVy5r8wXZAmeQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SPA1500-0.010-00-1212&utm_content=Bergquist-Company
739-A16886-112,A16886-112,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_TGON_800_1109-1634259.pdf,Non-Stocked,251.1603295,17.45 mm,14.27 mm,0.127 mm,5 W/m-K,- 240 C,+ 300 C,,Electrically and Thermally Conductive Interface Pad,Thermal Pad,Graphite,Gray,650 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16886-112?qs=hWgE7mdIu5RtfgsNXlxDQg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16886-112&utm_content=Laird-Performance-Materials
